"date","LocalityName","SpeciesName","sp_correct_name","LFMC"
2019-01-09,"Caldes de Malavella","Cistus monspeliensis","Cistus monspeliensis",114.177852348993
2019-01-09,"Caldes de Malavella","Arbutus unedo","Arbutus unedo",111.518015357354
2019-01-23,"Caldes de Malavella","Cistus monspeliensis","Cistus monspeliensis",131.648936170213
2019-01-23,"Caldes de Malavella","Arbutus unedo","Arbutus unedo",110.373019928462
2019-02-06,"Caldes de Malavella","Cistus monspeliensis","Cistus monspeliensis",127.770935960591
2019-02-06,"Caldes de Malavella","Arbutus unedo","Arbutus unedo",109.36170212766
2019-02-20,"Caldes de Malavella","Cistus monspeliensis","Cistus monspeliensis",123.327982878545
2019-02-20,"Caldes de Malavella","Arbutus unedo","Arbutus unedo",106.753069577081
2019-03-06,"Caldes de Malavella","Cistus monspeliensis","Cistus monspeliensis",129.408658922914
2019-03-06,"Caldes de Malavella","Arbutus unedo","Arbutus unedo",105.417118093174
2019-03-20,"Caldes de Malavella","Cistus monspeliensis","Cistus monspeliensis",128.957973517559
2019-03-20,"Caldes de Malavella","Arbutus unedo","Arbutus unedo",99.6448863636364
2019-04-03,"Caldes de Malavella","Cistus monspeliensis","Cistus monspeliensis",126.246246246246
2019-04-03,"Caldes de Malavella","Arbutus unedo","Arbutus unedo",102.569444444444
2019-04-24,"Caldes de Malavella","Cistus monspeliensis","Cistus monspeliensis",139.219114219114
2019-04-24,"Caldes de Malavella","Arbutus unedo","Arbutus unedo",102.941176470588
2019-05-08,"Caldes de Malavella","Cistus monspeliensis","Cistus monspeliensis",148.378728923476
2019-05-08,"Caldes de Malavella","Arbutus unedo","Arbutus unedo",139.365537130498
2019-05-22,"Caldes de Malavella","Cistus monspeliensis","Cistus monspeliensis",143.665338645418
2019-05-22,"Caldes de Malavella","Arbutus unedo","Arbutus unedo",178.58361774744
2019-06-05,"Caldes de Malavella","Cistus monspeliensis","Cistus monspeliensis",106.442417331813
2019-06-05,"Caldes de Malavella","Arbutus unedo","Arbutus unedo",131.30659767141
2019-06-19,"Caldes de Malavella","Cistus monspeliensis","Cistus monspeliensis",100.589721988206
2019-06-19,"Caldes de Malavella","Arbutus unedo","Arbutus unedo",121.197793538219
2019-07-03,"Caldes de Malavella","Cistus monspeliensis","Cistus monspeliensis",57.703240477544
2019-07-03,"Caldes de Malavella","Arbutus unedo","Arbutus unedo",109.948792977323
2019-07-17,"Caldes de Malavella","Cistus monspeliensis","Cistus monspeliensis",68.2394366197183
2019-07-17,"Caldes de Malavella","Arbutus unedo","Arbutus unedo",99.4883040935672
2019-07-31,"Caldes de Malavella","Cistus monspeliensis","Cistus monspeliensis",80.3212851405622
2019-07-31,"Caldes de Malavella","Arbutus unedo","Arbutus unedo",113.231677324151
2019-08-07,"Caldes de Malavella","Cistus monspeliensis","Cistus monspeliensis",53.0446549391069
2019-08-07,"Caldes de Malavella","Arbutus unedo","Arbutus unedo",94.2260442260442
2019-08-21,"Caldes de Malavella","Cistus monspeliensis","Cistus monspeliensis",50.5912162162162
2019-08-21,"Caldes de Malavella","Arbutus unedo","Arbutus unedo",86.6722199083715
2019-09-04,"Caldes de Malavella","Cistus monspeliensis","Cistus monspeliensis",75.2094972067039
2019-09-04,"Caldes de Malavella","Arbutus unedo","Arbutus unedo",105.36231884058
2019-09-18,"Caldes de Malavella","Cistus monspeliensis","Cistus monspeliensis",102.603036876356
2019-09-18,"Caldes de Malavella","Arbutus unedo","Arbutus unedo",105.922865013774
2019-10-02,"Caldes de Malavella","Cistus monspeliensis","Cistus monspeliensis",128.280081577158
2019-10-02,"Caldes de Malavella","Arbutus unedo","Arbutus unedo",106.748025843503
2019-10-30,"Caldes de Malavella","Cistus monspeliensis","Cistus monspeliensis",138.36571998007
2019-10-30,"Caldes de Malavella","Arbutus unedo","Arbutus unedo",116.134101623887
2019-11-13,"Caldes de Malavella","Cistus monspeliensis","Cistus monspeliensis",128.331584470094
2019-11-13,"Caldes de Malavella","Arbutus unedo","Arbutus unedo",108.834244080146
2019-11-27,"Caldes de Malavella","Cistus monspeliensis","Cistus monspeliensis",131.16213683224
2019-11-27,"Caldes de Malavella","Arbutus unedo","Arbutus unedo",113.646922183508
2019-12-11,"Caldes de Malavella","Cistus monspeliensis","Cistus monspeliensis",141.086587436333
2019-12-11,"Caldes de Malavella","Arbutus unedo","Arbutus unedo",117.953020134228
2001-04-18,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",130.106888361045
2001-04-18,"Camarasa","Quercus coccifera","Quercus coccifera",101.068804275217
2001-05-16,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",110.834926704908
2001-05-16,"Camarasa","Quercus coccifera","Quercus coccifera",84.0130505709625
2001-05-30,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",116.578669482577
2001-05-30,"Camarasa","Quercus coccifera","Quercus coccifera",81.2043795620438
2001-06-13,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",99.4635193133047
2001-06-13,"Camarasa","Quercus coccifera","Quercus coccifera",86.8173258003767
2001-06-27,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",53.2467532467533
2001-06-27,"Camarasa","Quercus coccifera","Quercus coccifera",82.9145728643216
2001-07-11,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",69.151376146789
2001-07-11,"Camarasa","Quercus coccifera","Quercus coccifera",76.9622833843017
2001-07-25,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",81.6019032513878
2001-07-25,"Camarasa","Quercus coccifera","Quercus coccifera",74.235807860262
2001-08-08,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",58.3177570093458
2001-08-08,"Camarasa","Quercus coccifera","Quercus coccifera",71.5020576131687
2001-08-22,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",59.5450049455984
2001-08-22,"Camarasa","Quercus coccifera","Quercus coccifera",71.4819427148194
2001-09-05,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",55.0380228136882
2001-09-05,"Camarasa","Quercus coccifera","Quercus coccifera",70.507399577167
2001-10-17,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",91.8191603875134
2001-10-17,"Camarasa","Quercus coccifera","Quercus coccifera",76.1070110701107
2001-11-14,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",93.6643835616438
2001-11-14,"Camarasa","Quercus coccifera","Quercus coccifera",67.60098928277
2001-12-12,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",100.802752293578
2001-12-12,"Camarasa","Quercus coccifera","Quercus coccifera",69.9186991869918
2002-02-20,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",96.2395543175488
2002-02-20,"Camarasa","Quercus coccifera","Quercus coccifera",66.7070217917675
2002-03-21,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",96.8316831683168
2002-03-21,"Camarasa","Quercus coccifera","Quercus coccifera",64.3712574850299
2002-04-17,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",138.225976768743
2002-04-17,"Camarasa","Quercus coccifera","Quercus coccifera",71.1802378774017
2002-05-15,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",127.80612244898
2002-05-15,"Camarasa","Quercus coccifera","Quercus coccifera",117.309941520468
2002-06-12,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",135.096557514694
2002-06-12,"Camarasa","Quercus coccifera","Quercus coccifera",90.1382488479263
2002-06-26,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",95.3068592057762
2002-06-26,"Camarasa","Quercus coccifera","Quercus coccifera",83.4821428571429
2002-07-10,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",85.9083191850594
2002-07-10,"Camarasa","Quercus coccifera","Quercus coccifera",86.1522198731501
2002-07-24,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",54
2002-07-24,"Camarasa","Quercus coccifera","Quercus coccifera",70.0237906423474
2002-08-07,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",71.5708812260536
2002-08-07,"Camarasa","Quercus coccifera","Quercus coccifera",74.1721854304636
2002-08-21,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",47.8300180831827
2002-08-21,"Camarasa","Quercus coccifera","Quercus coccifera",67.1940928270042
2002-10-19,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",93.6802973977695
2002-10-19,"Camarasa","Quercus coccifera","Quercus coccifera",66.373755125952
2002-11-13,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",110
2002-11-13,"Camarasa","Quercus coccifera","Quercus coccifera",71.0566615620215
2003-01-15,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",95.4296160877514
2003-01-15,"Camarasa","Quercus coccifera","Quercus coccifera",68.1954137587238
2003-02-12,"Camarasa","Quercus coccifera","Quercus coccifera",64.09541511772
2003-03-12,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",106.644951140065
2003-03-12,"Camarasa","Quercus coccifera","Quercus coccifera",66.4158043273754
2003-04-09,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",133.088235294118
2003-04-09,"Camarasa","Quercus coccifera","Quercus coccifera",68.2773109243697
2003-04-30,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",156.080557707204
2003-04-30,"Camarasa","Quercus coccifera","Quercus coccifera",154.416961130742
2003-05-14,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",249.842271293375
2003-05-14,"Camarasa","Quercus coccifera","Quercus coccifera",153.994845360825
2003-06-11,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",109.984871406959
2003-06-11,"Camarasa","Quercus coccifera","Quercus coccifera",95.6161137440758
2003-06-25,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",50.0875656742557
2003-06-25,"Camarasa","Quercus coccifera","Quercus coccifera",79.4245858761988
2003-07-09,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",67.8298800436205
2003-07-09,"Camarasa","Quercus coccifera","Quercus coccifera",78.6011440457618
2003-07-22,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",67.7824267782427
2003-07-22,"Camarasa","Quercus coccifera","Quercus coccifera",77.0558375634518
2003-08-06,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",46.2315270935961
2003-08-06,"Camarasa","Quercus coccifera","Quercus coccifera",69.6014277215943
2003-08-20,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",72.7076591154261
2003-08-20,"Camarasa","Quercus coccifera","Quercus coccifera",73.9196746314184
2003-09-10,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",105.955971704043
2003-09-10,"Camarasa","Quercus coccifera","Quercus coccifera",128.314486967279
2003-10-14,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",100.098814229249
2003-10-14,"Camarasa","Quercus coccifera","Quercus coccifera",74.8717948717949
2003-11-11,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",126.048780487805
2003-11-11,"Camarasa","Quercus coccifera","Quercus coccifera",76.2589928057554
2003-12-16,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",106.396588486141
2003-12-16,"Camarasa","Quercus coccifera","Quercus coccifera",77.8959810874705
2004-01-14,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",80.5047867711053
2004-01-14,"Camarasa","Quercus coccifera","Quercus coccifera",71.1666666666667
2004-02-10,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",98.8249118683901
2004-02-10,"Camarasa","Quercus coccifera","Quercus coccifera",72
2004-03-02,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",110.061039781099
2004-03-02,"Camarasa","Quercus coccifera","Quercus coccifera",70.8875739644971
2004-03-18,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",74.2222222222222
2004-03-18,"Camarasa","Quercus coccifera","Quercus coccifera",66.5362035225049
2004-04-14,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",126.291079812207
2004-04-14,"Camarasa","Quercus coccifera","Quercus coccifera",70.9677419354839
2004-04-28,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",114.312617702448
2004-04-28,"Camarasa","Quercus coccifera","Quercus coccifera",72.7040816326531
2004-05-26,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",123.427331887202
2004-05-26,"Camarasa","Quercus coccifera","Quercus coccifera",134.720700985761
2004-06-08,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",106.449275362319
2004-06-08,"Camarasa","Quercus coccifera","Quercus coccifera",98.3606557377049
2004-06-22,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",70.9803921568627
2004-06-22,"Camarasa","Quercus coccifera","Quercus coccifera",87.8965922444183
2004-07-06,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",45.998160073597
2004-07-06,"Camarasa","Quercus coccifera","Quercus coccifera",82.0384294068505
2004-07-21,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",73.1233243967829
2004-07-21,"Camarasa","Quercus coccifera","Quercus coccifera",76.5
2004-08-03,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",66.4958360025625
2004-08-03,"Camarasa","Quercus coccifera","Quercus coccifera",78.2937365010799
2004-08-17,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",47.2566371681416
2004-08-17,"Camarasa","Quercus coccifera","Quercus coccifera",81.0538780343398
2004-09-01,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",56.0959792477302
2004-09-01,"Camarasa","Quercus coccifera","Quercus coccifera",66.5469778575703
2004-09-14,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",54.7280334728034
2004-09-14,"Camarasa","Quercus coccifera","Quercus coccifera",65.4850746268657
2004-09-29,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",36.4615384615385
2004-09-29,"Camarasa","Quercus coccifera","Quercus coccifera",59.320339830085
2004-10-13,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",58.3090379008746
2004-10-13,"Camarasa","Quercus coccifera","Quercus coccifera",65.5783582089552
2004-10-27,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",42.6307448494453
2004-10-27,"Camarasa","Quercus coccifera","Quercus coccifera",63.4615384615385
2004-11-09,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",87.0588235294118
2004-11-09,"Camarasa","Quercus coccifera","Quercus coccifera",72.6899383983573
2004-11-23,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",96.7479674796748
2004-11-23,"Camarasa","Quercus coccifera","Quercus coccifera",76.5253360910031
2004-12-14,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",87.5801282051282
2004-12-14,"Camarasa","Quercus coccifera","Quercus coccifera",72.4107142857143
2004-12-28,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",84.3351548269581
2004-12-28,"Camarasa","Quercus coccifera","Quercus coccifera",70.6365503080082
2005-01-26,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",68.2070240295749
2005-01-26,"Camarasa","Quercus coccifera","Quercus coccifera",67.4653887113951
2005-02-08,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",81.6041848299913
2005-02-08,"Camarasa","Quercus coccifera","Quercus coccifera",70.1260911736179
2005-03-09,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",71.8461538461539
2005-03-09,"Camarasa","Quercus coccifera","Quercus coccifera",66.1989017693715
2005-03-22,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",89.0666666666666
2005-03-22,"Camarasa","Quercus coccifera","Quercus coccifera",69.7701149425287
2005-04-06,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",95.9452343338599
2005-04-06,"Camarasa","Quercus coccifera","Quercus coccifera",72.3890339425588
2005-04-19,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",89.1281512605042
2005-04-19,"Camarasa","Quercus coccifera","Quercus coccifera",64.7231749142577
2005-05-03,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",93.7062937062937
2005-05-03,"Camarasa","Quercus coccifera","Quercus coccifera",65.3172866520788
2005-06-01,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",91.5151515151515
2005-06-01,"Camarasa","Quercus coccifera","Quercus coccifera",68.7824581650317
2005-06-14,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",87.8690284487386
2005-06-14,"Camarasa","Quercus coccifera","Quercus coccifera",64.365671641791
2005-06-29,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",87.7813504823151
2005-06-29,"Camarasa","Quercus coccifera","Quercus coccifera",71.4148219441771
2005-07-13,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",240.276035131744
2005-07-13,"Camarasa","Quercus coccifera","Quercus coccifera",62.6858021527422
2005-07-26,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",48.0586712683348
2005-07-26,"Camarasa","Quercus coccifera","Quercus coccifera",62.972972972973
2005-08-09,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",86.3604240282685
2005-08-09,"Camarasa","Quercus coccifera","Quercus coccifera",69.8036560595802
2005-08-24,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",52.7547169811321
2005-08-24,"Camarasa","Quercus coccifera","Quercus coccifera",65.0335570469799
2005-09-06,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",56.0840707964602
2005-09-06,"Camarasa","Quercus coccifera","Quercus coccifera",65.3424657534247
2005-09-20,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",86.0144927536232
2005-09-20,"Camarasa","Quercus coccifera","Quercus coccifera",66.2468513853904
2005-10-04,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",73.4306569343066
2005-10-04,"Camarasa","Quercus coccifera","Quercus coccifera",63.1776704240472
2005-11-01,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",96.234309623431
2005-11-01,"Camarasa","Quercus coccifera","Quercus coccifera",67.7927927927928
2005-11-17,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",122.678396871945
2005-11-17,"Camarasa","Quercus coccifera","Quercus coccifera",71.3761467889908
2005-11-30,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",96.3474827245805
2005-11-30,"Camarasa","Quercus coccifera","Quercus coccifera",65.6903765690376
2005-12-14,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",67.2773215413771
2005-12-14,"Camarasa","Quercus coccifera","Quercus coccifera",64.2072213500785
2006-01-24,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",101.737317581654
2006-01-24,"Camarasa","Quercus coccifera","Quercus coccifera",67.2597864768683
2006-02-07,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",85.3564547206166
2006-02-07,"Camarasa","Quercus coccifera","Quercus coccifera",58.770555990603
2006-02-21,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",87.1674491392801
2006-02-21,"Camarasa","Quercus coccifera","Quercus coccifera",65.9279778393352
2006-03-07,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",75.883152173913
2006-03-07,"Camarasa","Quercus coccifera","Quercus coccifera",63.7335466511527
2006-03-21,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",82.2080520130032
2006-03-21,"Camarasa","Quercus coccifera","Quercus coccifera",66.4115808940756
2006-04-04,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",94.9213483146067
2006-04-04,"Camarasa","Quercus coccifera","Quercus coccifera",64.5434938892883
2006-04-19,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",122.993572084481
2006-04-19,"Camarasa","Quercus coccifera","Quercus coccifera",67.3679498657117
2006-05-02,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",115.412087912088
2006-05-02,"Camarasa","Quercus coccifera","Quercus coccifera",86.6637246248897
2006-05-17,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",105.639931740614
2006-05-17,"Camarasa","Quercus coccifera","Quercus coccifera",90.96
2006-05-31,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",88.5405405405405
2006-05-31,"Camarasa","Quercus coccifera","Quercus coccifera",91.8577075098814
2006-06-14,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",69.7330237957052
2006-06-14,"Camarasa","Quercus coccifera","Quercus coccifera",72.1169790462791
2006-06-28,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",72.9400749063671
2006-06-28,"Camarasa","Quercus coccifera","Quercus coccifera",79.776067179846
2006-07-12,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",52.3660986001217
2006-07-12,"Camarasa","Quercus coccifera","Quercus coccifera",49.4697982675426
2006-07-26,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",57.3821755639937
2006-07-26,"Camarasa","Quercus coccifera","Quercus coccifera",71.9818825852157
2006-08-09,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",42.4697062009207
2006-08-09,"Camarasa","Quercus coccifera","Quercus coccifera",69.2839909168323
2006-08-22,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",57.1082541457052
2006-08-22,"Camarasa","Quercus coccifera","Quercus coccifera",48.0479086393389
2006-09-05,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",77.8180424786512
2006-09-05,"Camarasa","Quercus coccifera","Quercus coccifera",66.3830042849706
2006-09-20,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",89.1773504273504
2006-09-20,"Camarasa","Quercus coccifera","Quercus coccifera",71.9800762513836
2006-10-03,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",79.4308375742515
2006-10-03,"Camarasa","Quercus coccifera","Quercus coccifera",64.4303964425686
2006-10-17,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",94.5660562688557
2006-10-17,"Camarasa","Quercus coccifera","Quercus coccifera",70.5561316791437
2006-11-02,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",102.887620192308
2006-11-02,"Camarasa","Quercus coccifera","Quercus coccifera",71.1275964391691
2006-11-14,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",73.8202655994179
2006-11-14,"Camarasa","Quercus coccifera","Quercus coccifera",93.2250475070129
2006-12-12,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",101.761869436202
2006-12-12,"Camarasa","Quercus coccifera","Quercus coccifera",69.3542936455253
2007-01-03,"Camarasa","Quercus coccifera","Quercus coccifera",68.6697735262857
2007-01-03,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",90.8155002891845
2007-01-17,"Camarasa","Quercus coccifera","Quercus coccifera",73.2372405040341
2007-01-17,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",95.1508280757098
2007-01-31,"Camarasa","Quercus coccifera","Quercus coccifera",83.7395581956562
2007-01-31,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",75.4580609520302
2007-02-14,"Camarasa","Quercus coccifera","Quercus coccifera",67.7732240437158
2007-02-14,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",87.3921615014589
2007-02-28,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",97.5544448411282
2007-02-28,"Camarasa","Quercus coccifera","Quercus coccifera",79.1527064254337
2007-03-14,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",98.3434308464601
2007-03-14,"Camarasa","Quercus coccifera","Quercus coccifera",64.013418945242
2007-03-28,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",103.185973076284
2007-03-28,"Camarasa","Quercus coccifera","Quercus coccifera",64.3511450381679
2007-04-11,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",107.507319453481
2007-04-11,"Camarasa","Quercus coccifera","Quercus coccifera",66.3663339627731
2007-04-25,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",129.553047805225
2007-04-25,"Camarasa","Quercus coccifera","Quercus coccifera",73.4932821497121
2007-05-08,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",131.647991035697
2007-05-08,"Camarasa","Quercus coccifera","Quercus coccifera",96.053284435336
2007-05-23,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",126.862837413685
2007-05-23,"Camarasa","Quercus coccifera","Quercus coccifera",99.9230832174127
2007-06-06,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",116.496557310652
2007-06-06,"Camarasa","Quercus coccifera","Quercus coccifera",90.8400584121128
2007-06-20,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",86.8460124434389
2007-06-20,"Camarasa","Quercus coccifera","Quercus coccifera",82.394501060119
2007-07-04,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",56.9571248602205
2007-07-04,"Camarasa","Quercus coccifera","Quercus coccifera",77.1030531866415
2007-07-17,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",51.3485860451897
2007-07-17,"Camarasa","Quercus coccifera","Quercus coccifera",71.6630216079083
2007-07-31,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",48.1659705828945
2007-07-31,"Camarasa","Quercus coccifera","Quercus coccifera",69.3735411015078
2007-08-13,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",84.3116351313189
2007-08-13,"Camarasa","Quercus coccifera","Quercus coccifera",72.9571540171865
2007-08-28,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",67.1270297699594
2007-08-28,"Camarasa","Quercus coccifera","Quercus coccifera",74.559380523525
2007-09-10,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",52.5633451490088
2007-09-10,"Camarasa","Quercus coccifera","Quercus coccifera",66.0248564759321
2007-09-25,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",69.0963537079443
2007-09-25,"Camarasa","Quercus coccifera","Quercus coccifera",67.0190842464262
2007-10-08,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",86.075653570907
2007-10-08,"Camarasa","Quercus coccifera","Quercus coccifera",66.642089740889
2007-10-23,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",85.3804268912444
2007-10-23,"Camarasa","Quercus coccifera","Quercus coccifera",72.4847944205661
2007-12-04,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",86.5332799786581
2007-12-04,"Camarasa","Quercus coccifera","Quercus coccifera",67.2138793023039
2007-12-18,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",83.2200950050381
2007-12-18,"Camarasa","Quercus coccifera","Quercus coccifera",64.08467171251
2008-01-08,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",88.4547163317714
2008-01-08,"Camarasa","Quercus coccifera","Quercus coccifera",66.9880948846599
2008-01-23,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",30.7680088952426
2008-01-23,"Camarasa","Quercus coccifera","Quercus coccifera",15.2266722085325
2008-02-05,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",77.2377949077318
2008-02-05,"Camarasa","Quercus coccifera","Quercus coccifera",66.293931859418
2008-03-05,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",83.2908985698934
2008-03-05,"Camarasa","Quercus coccifera","Quercus coccifera",57.5738900221344
2008-03-18,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",92.671761618033
2008-03-18,"Camarasa","Quercus coccifera","Quercus coccifera",62.0344617054474
2008-04-01,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",87.0849540998911
2008-04-01,"Camarasa","Quercus coccifera","Quercus coccifera",61.7163519067686
2008-04-15,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",77.399022638875
2008-04-15,"Camarasa","Quercus coccifera","Quercus coccifera",63.545590221022
2008-04-29,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",112.300930713547
2008-04-29,"Camarasa","Quercus coccifera","Quercus coccifera",65.1246077164482
2008-05-13,"Camarasa","Salvia rosmarinus","Rosmarinus officinalis",109.280709948622
2008-05-13,"Camarasa","Quercus coccifera","Quercus coccifera",83.9077562850482
