"SiteCode","SiteName","Species","sp_correct_name","SiteXSpecies","date","Year","Month","Doy","RobustLFMC","RobustStandErrLFMC","RobustNval"
"D06S3","Les Canebiers","Cistus albidus","Cistus albidus","D06S3XCisalb","02/07/2012",2012,7,184,207.36816,1.974914,4
"D06S3","Les Canebiers","Cistus albidus","Cistus albidus","D06S3XCisalb","09/07/2012",2012,7,191,98.16069,1.974914,4
"D06S3","Les Canebiers","Cistus albidus","Cistus albidus","D06S3XCisalb","16/07/2012",2012,7,198,73.7997,1.974914,4
"D06S3","Les Canebiers","Cistus albidus","Cistus albidus","D06S3XCisalb","23/07/2012",2012,7,205,78.85425,1.7664168,5
"D06S3","Les Canebiers","Cistus albidus","Cistus albidus","D06S3XCisalb","30/07/2012",2012,7,212,73.61151,1.7664168,5
"D06S3","Les Canebiers","Cistus albidus","Cistus albidus","D06S3XCisalb","02/08/2012",2012,8,215,75.84461,1.7664168,5
"D06S3","Les Canebiers","Cistus albidus","Cistus albidus","D06S3XCisalb","06/08/2012",2012,8,219,76.81368,1.974914,4
"D06S3","Les Canebiers","Cistus albidus","Cistus albidus","D06S3XCisalb","13/08/2012",2012,8,226,67.83396,1.7664168,5
"D06S3","Les Canebiers","Cistus albidus","Cistus albidus","D06S3XCisalb","16/08/2012",2012,8,229,56.50666,1.7664168,5
"D06S3","Les Canebiers","Cistus albidus","Cistus albidus","D06S3XCisalb","20/08/2012",2012,8,233,52.18653,1.7664168,5
"D06S3","Les Canebiers","Cistus albidus","Cistus albidus","D06S3XCisalb","23/08/2012",2012,8,236,52.49357,1.7664168,5
"D06S3","Les Canebiers","Cistus albidus","Cistus albidus","D06S3XCisalb","27/08/2012",2012,8,240,92.8803,1.7664168,5
"D06S3","Les Canebiers","Cistus albidus","Cistus albidus","D06S3XCisalb","10/09/2012",2012,9,254,95.43495,1.7664168,5
"D06S3","Les Canebiers","Cistus albidus","Cistus albidus","D06S3XCisalb","08/07/2013",2013,7,189,102.58101,1.974914,4
"D06S3","Les Canebiers","Cistus albidus","Cistus albidus","D06S3XCisalb","15/07/2013",2013,7,196,83.9123,1.7664168,5
"D06S3","Les Canebiers","Cistus albidus","Cistus albidus","D06S3XCisalb","22/07/2013",2013,7,203,98.61617,1.7664168,5
"D06S3","Les Canebiers","Cistus albidus","Cistus albidus","D06S3XCisalb","05/08/2013",2013,8,217,90.87718,1.974914,4
"D06S3","Les Canebiers","Cistus albidus","Cistus albidus","D06S3XCisalb","12/08/2013",2013,8,224,82.65668,1.974914,4
"D06S3","Les Canebiers","Cistus albidus","Cistus albidus","D06S3XCisalb","19/08/2013",2013,8,231,77.28742,1.7664168,5
"D06S3","Les Canebiers","Cistus albidus","Cistus albidus","D06S3XCisalb","26/08/2013",2013,8,238,68.33482,1.7664168,5
"D06S3","Les Canebiers","Cistus albidus","Cistus albidus","D06S3XCisalb","02/09/2013",2013,9,245,65.51105,1.7664168,5
"D06S3","Les Canebiers","Cistus albidus","Cistus albidus","D06S3XCisalb","09/09/2013",2013,9,252,95.77557,1.974914,4
"D06S3","Les Canebiers","Cistus albidus","Cistus albidus","D06S3XCisalb","23/06/2014",2014,6,174,78.40791,1.7664168,5
"D06S3","Les Canebiers","Cistus albidus","Cistus albidus","D06S3XCisalb","07/07/2014",2014,7,188,137.05905,1.7664168,5
"D06S3","Les Canebiers","Cistus albidus","Cistus albidus","D06S3XCisalb","10/07/2014",2014,7,191,131.19024,1.974914,4
"D06S3","Les Canebiers","Cistus albidus","Cistus albidus","D06S3XCisalb","17/07/2014",2014,7,198,147.01274,2.2804343,3
"D06S3","Les Canebiers","Cistus albidus","Cistus albidus","D06S3XCisalb","21/07/2014",2014,7,202,134.64976,1.7664168,5
"D06S3","Les Canebiers","Cistus albidus","Cistus albidus","D06S3XCisalb","28/07/2014",2014,7,209,138.09417,1.974914,4
"D06S3","Les Canebiers","Cistus albidus","Cistus albidus","D06S3XCisalb","04/08/2014",2014,8,216,139.93623,1.974914,4
"D06S3","Les Canebiers","Cistus albidus","Cistus albidus","D06S3XCisalb","11/08/2014",2014,8,223,110.80152,1.7664168,5
"D06S3","Les Canebiers","Cistus albidus","Cistus albidus","D06S3XCisalb","18/08/2014",2014,8,230,118.47891,1.7664168,5
"D06S3","Les Canebiers","Cistus albidus","Cistus albidus","D06S3XCisalb","06/07/2015",2015,7,187,84.24303,1.7664168,5
"D06S3","Les Canebiers","Cistus albidus","Cistus albidus","D06S3XCisalb","16/07/2015",2015,7,197,63.373,1.7664168,5
"D06S3","Les Canebiers","Cistus albidus","Cistus albidus","D06S3XCisalb","20/07/2015",2015,7,201,58.39549,1.7664168,5
"D06S3","Les Canebiers","Cistus albidus","Cistus albidus","D06S3XCisalb","27/07/2015",2015,7,208,55.18165,1.7664168,5
"D06S3","Les Canebiers","Cistus albidus","Cistus albidus","D06S3XCisalb","03/08/2015",2015,8,215,51.6303,1.7664168,5
"D06S3","Les Canebiers","Cistus albidus","Cistus albidus","D06S3XCisalb","17/08/2015",2015,8,229,93.24323,1.7664168,5
"D06S3","Les Canebiers","Cistus albidus","Cistus albidus","D06S3XCisalb","24/08/2015",2015,8,236,106.69357,1.7664168,5
"D06S3","Les Canebiers","Cistus albidus","Cistus albidus","D06S3XCisalb","31/08/2015",2015,8,243,111.54363,1.7664168,5
"D06S3","Les Canebiers","Cistus albidus","Cistus albidus","D06S3XCisalb","04/07/2016",2016,7,186,85.76142,1.7664168,5
"D06S3","Les Canebiers","Cistus albidus","Cistus albidus","D06S3XCisalb","11/07/2016",2016,7,193,73.22293,1.7664168,5
"D06S3","Les Canebiers","Cistus albidus","Cistus albidus","D06S3XCisalb","18/07/2016",2016,7,200,63.69216,1.7664168,5
"D06S3","Les Canebiers","Cistus albidus","Cistus albidus","D06S3XCisalb","25/07/2016",2016,7,207,56.2752,1.7664168,5
"D06S3","Les Canebiers","Cistus albidus","Cistus albidus","D06S3XCisalb","01/08/2016",2016,8,214,54.3394,1.7664168,5
"D06S3","Les Canebiers","Cistus albidus","Cistus albidus","D06S3XCisalb","08/08/2016",2016,8,221,49.35683,1.7664168,5
"D06S3","Les Canebiers","Cistus albidus","Cistus albidus","D06S3XCisalb","16/08/2016",2016,8,229,48.42003,1.7664168,5
"D06S3","Les Canebiers","Cistus albidus","Cistus albidus","D06S3XCisalb","22/08/2016",2016,8,235,50.4821,1.7664168,5
"D06S3","Les Canebiers","Cistus albidus","Cistus albidus","D06S3XCisalb","29/08/2016",2016,8,242,46.51192,1.7664168,5
"D06S3","Les Canebiers","Cistus albidus","Cistus albidus","D06S3XCisalb","05/09/2016",2016,9,249,92.08594,1.7664168,5
"D06S3","Les Canebiers","Cistus albidus","Cistus albidus","D06S3XCisalb","12/09/2016",2016,9,256,59.04717,1.7664168,5
"D07S1","Bois Sauvage","Arbutus unedo","Arbutus unedo","D07S1XArbune","27/06/2011",2011,6,178,69.45391,3.0023022,3
"D07S1","Bois Sauvage","Arbutus unedo","Arbutus unedo","D07S1XArbune","04/07/2011",2011,7,185,86.22762,2.60007,4
"D07S1","Bois Sauvage","Arbutus unedo","Arbutus unedo","D07S1XArbune","11/07/2011",2011,7,192,101.89496,2.3255733,5
"D07S1","Bois Sauvage","Arbutus unedo","Arbutus unedo","D07S1XArbune","18/07/2011",2011,7,199,110.13824,2.60007,4
"D07S1","Bois Sauvage","Arbutus unedo","Arbutus unedo","D07S1XArbune","01/08/2011",2011,8,213,100.00345,2.3255733,5
"D07S1","Bois Sauvage","Arbutus unedo","Arbutus unedo","D07S1XArbune","08/08/2011",2011,8,220,104.24997,2.60007,4
"D07S1","Bois Sauvage","Arbutus unedo","Arbutus unedo","D07S1XArbune","11/08/2011",2011,8,223,101.89496,2.3255733,5
"D07S1","Bois Sauvage","Arbutus unedo","Arbutus unedo","D07S1XArbune","22/08/2011",2011,8,234,101.50102,2.3255733,5
"D07S1","Bois Sauvage","Arbutus unedo","Arbutus unedo","D07S1XArbune","29/08/2011",2011,8,241,107.67841,2.3255733,5
"D07S1","Bois Sauvage","Arbutus unedo","Arbutus unedo","D07S1XArbune","05/09/2011",2011,9,248,106.54881,2.3255733,5
"D07S1","Bois Sauvage","Arbutus unedo","Arbutus unedo","D07S1XArbune","02/07/2012",2012,7,184,139.5977,2.3255733,5
"D07S1","Bois Sauvage","Arbutus unedo","Arbutus unedo","D07S1XArbune","09/07/2012",2012,7,191,116.46711,2.60007,4
"D07S1","Bois Sauvage","Arbutus unedo","Arbutus unedo","D07S1XArbune","16/07/2012",2012,7,198,118.08548,2.3255733,5
"D07S1","Bois Sauvage","Arbutus unedo","Arbutus unedo","D07S1XArbune","23/07/2012",2012,7,205,109.57482,2.3255733,5
"D07S1","Bois Sauvage","Arbutus unedo","Arbutus unedo","D07S1XArbune","30/07/2012",2012,7,212,106.96378,2.3255733,5
"D07S1","Bois Sauvage","Arbutus unedo","Arbutus unedo","D07S1XArbune","16/08/2012",2012,8,229,94.48041,2.3255733,5
"D07S1","Bois Sauvage","Arbutus unedo","Arbutus unedo","D07S1XArbune","20/08/2012",2012,8,233,91.3761,2.3255733,5
"D07S1","Bois Sauvage","Arbutus unedo","Arbutus unedo","D07S1XArbune","23/08/2012",2012,8,236,84.03722,2.3255733,5
"D07S1","Bois Sauvage","Arbutus unedo","Arbutus unedo","D07S1XArbune","27/08/2012",2012,8,240,101.39584,2.3255733,5
"D07S1","Bois Sauvage","Arbutus unedo","Arbutus unedo","D07S1XArbune","03/09/2012",2012,9,247,109.45476,2.3255733,5
"D07S1","Bois Sauvage","Arbutus unedo","Arbutus unedo","D07S1XArbune","10/09/2012",2012,9,254,95.6669,2.3255733,5
"D07S1","Bois Sauvage","Buxus sempervirens","Buxus sempervirens","D07S1XBuxsem","04/07/2011",2011,7,185,72.96827,2.5424289,5
"D07S1","Bois Sauvage","Buxus sempervirens","Buxus sempervirens","D07S1XBuxsem","11/07/2011",2011,7,192,63.21977,2.5424289,5
"D07S1","Bois Sauvage","Buxus sempervirens","Buxus sempervirens","D07S1XBuxsem","18/07/2011",2011,7,199,98.74428,3.2822616,3
"D07S1","Bois Sauvage","Buxus sempervirens","Buxus sempervirens","D07S1XBuxsem","01/08/2011",2011,8,213,100.07321,2.5424289,5
"D07S1","Bois Sauvage","Buxus sempervirens","Buxus sempervirens","D07S1XBuxsem","08/08/2011",2011,8,220,108.04929,2.5424289,5
"D07S1","Bois Sauvage","Buxus sempervirens","Buxus sempervirens","D07S1XBuxsem","11/08/2011",2011,8,223,101.89872,2.5424289,5
"D07S1","Bois Sauvage","Buxus sempervirens","Buxus sempervirens","D07S1XBuxsem","22/08/2011",2011,8,234,115.82512,2.5424289,5
"D07S1","Bois Sauvage","Buxus sempervirens","Buxus sempervirens","D07S1XBuxsem","29/08/2011",2011,8,241,112.15322,2.5424289,5
"D07S1","Bois Sauvage","Buxus sempervirens","Buxus sempervirens","D07S1XBuxsem","05/09/2011",2011,9,248,103.33254,2.5424289,5
"D07S1","Bois Sauvage","Buxus sempervirens","Buxus sempervirens","D07S1XBuxsem","02/07/2012",2012,7,184,122.25246,2.5424289,5
"D07S1","Bois Sauvage","Buxus sempervirens","Buxus sempervirens","D07S1XBuxsem","09/07/2012",2012,7,191,108.22243,3.2822616,3
"D07S1","Bois Sauvage","Buxus sempervirens","Buxus sempervirens","D07S1XBuxsem","16/07/2012",2012,7,198,106.05834,2.5424289,5
"D07S1","Bois Sauvage","Buxus sempervirens","Buxus sempervirens","D07S1XBuxsem","23/07/2012",2012,7,205,86.49268,2.5424289,5
"D07S1","Bois Sauvage","Buxus sempervirens","Buxus sempervirens","D07S1XBuxsem","30/07/2012",2012,7,212,76.85576,2.5424289,5
"D07S1","Bois Sauvage","Buxus sempervirens","Buxus sempervirens","D07S1XBuxsem","16/08/2012",2012,8,229,69.83355,2.5424289,5
"D07S1","Bois Sauvage","Buxus sempervirens","Buxus sempervirens","D07S1XBuxsem","20/08/2012",2012,8,233,62.95308,2.5424289,5
"D07S1","Bois Sauvage","Buxus sempervirens","Buxus sempervirens","D07S1XBuxsem","23/08/2012",2012,8,236,60.83827,2.5424289,5
"D07S1","Bois Sauvage","Buxus sempervirens","Buxus sempervirens","D07S1XBuxsem","27/08/2012",2012,8,240,96.82239,2.5424289,5
"D07S1","Bois Sauvage","Buxus sempervirens","Buxus sempervirens","D07S1XBuxsem","03/09/2012",2012,9,247,105.81623,2.5424289,5
"D07S1","Bois Sauvage","Buxus sempervirens","Buxus sempervirens","D07S1XBuxsem","10/09/2012",2012,9,254,96.18732,2.842522,4
"D07S1","Bois Sauvage","Buxus sempervirens","Buxus sempervirens","D07S1XBuxsem","08/07/2013",2013,7,189,114.1536,2.5424289,5
"D07S1","Bois Sauvage","Buxus sempervirens","Buxus sempervirens","D07S1XBuxsem","15/07/2013",2013,7,196,112.50949,2.5424289,5
"D07S1","Bois Sauvage","Buxus sempervirens","Buxus sempervirens","D07S1XBuxsem","22/07/2013",2013,7,203,117.13269,2.5424289,5
"D07S1","Bois Sauvage","Buxus sempervirens","Buxus sempervirens","D07S1XBuxsem","29/07/2013",2013,7,210,127.25447,2.5424289,5
"D07S1","Bois Sauvage","Buxus sempervirens","Buxus sempervirens","D07S1XBuxsem","05/08/2013",2013,8,217,110.70935,2.5424289,5
"D07S1","Bois Sauvage","Buxus sempervirens","Buxus sempervirens","D07S1XBuxsem","12/08/2013",2013,8,224,123.56036,2.5424289,5
"D07S1","Bois Sauvage","Buxus sempervirens","Buxus sempervirens","D07S1XBuxsem","23/06/2014",2014,6,174,92.63257,2.5424289,5
"D07S1","Bois Sauvage","Buxus sempervirens","Buxus sempervirens","D07S1XBuxsem","10/07/2014",2014,7,191,119.41076,2.5424289,5
"D07S1","Bois Sauvage","Buxus sempervirens","Buxus sempervirens","D07S1XBuxsem","17/07/2014",2014,7,198,94.75916,2.5424289,5
"D07S1","Bois Sauvage","Buxus sempervirens","Buxus sempervirens","D07S1XBuxsem","21/07/2014",2014,7,202,111.65259,2.5424289,5
"D07S1","Bois Sauvage","Buxus sempervirens","Buxus sempervirens","D07S1XBuxsem","28/07/2014",2014,7,209,120.25062,2.5424289,5
"D07S1","Bois Sauvage","Buxus sempervirens","Buxus sempervirens","D07S1XBuxsem","04/08/2014",2014,8,216,122.38342,2.5424289,5
"D07S1","Bois Sauvage","Buxus sempervirens","Buxus sempervirens","D07S1XBuxsem","11/08/2014",2014,8,223,111.60468,2.5424289,5
"D07S1","Bois Sauvage","Buxus sempervirens","Buxus sempervirens","D07S1XBuxsem","29/06/2015",2015,6,180,109.66533,2.842522,4
"D07S1","Bois Sauvage","Buxus sempervirens","Buxus sempervirens","D07S1XBuxsem","16/07/2015",2015,7,197,77.28043,2.5424289,5
"D07S1","Bois Sauvage","Buxus sempervirens","Buxus sempervirens","D07S1XBuxsem","20/07/2015",2015,7,201,72.36749,2.5424289,5
"D07S1","Bois Sauvage","Buxus sempervirens","Buxus sempervirens","D07S1XBuxsem","27/07/2015",2015,7,208,103.56923,2.5424289,5
"D07S1","Bois Sauvage","Buxus sempervirens","Buxus sempervirens","D07S1XBuxsem","03/08/2015",2015,8,215,98.05159,2.5424289,5
"D07S1","Bois Sauvage","Buxus sempervirens","Buxus sempervirens","D07S1XBuxsem","10/08/2015",2015,8,222,107.09335,2.5424289,5
"D07S1","Bois Sauvage","Buxus sempervirens","Buxus sempervirens","D07S1XBuxsem","17/08/2015",2015,8,229,111.38121,2.842522,4
"D07S1","Bois Sauvage","Buxus sempervirens","Buxus sempervirens","D07S1XBuxsem","27/06/2016",2016,6,179,99.33482,4.0199331,2
"D07S1","Bois Sauvage","Buxus sempervirens","Buxus sempervirens","D07S1XBuxsem","25/07/2016",2016,7,207,111.10215,3.2822616,3
"D07S1","Bois Sauvage","Buxus sempervirens","Buxus sempervirens","D07S1XBuxsem","01/08/2016",2016,8,214,118.05168,2.5424289,5
"D07S1","Bois Sauvage","Buxus sempervirens","Buxus sempervirens","D07S1XBuxsem","08/08/2016",2016,8,221,107.70186,2.5424289,5
"D07S1","Bois Sauvage","Buxus sempervirens","Buxus sempervirens","D07S1XBuxsem","16/08/2016",2016,8,229,78.20291,2.5424289,5
"D07S1","Bois Sauvage","Buxus sempervirens","Buxus sempervirens","D07S1XBuxsem","22/08/2016",2016,8,235,99.2766,2.5424289,5
"D07S1","Bois Sauvage","Buxus sempervirens","Buxus sempervirens","D07S1XBuxsem","29/08/2016",2016,8,242,77.61321,2.5424289,5
"D07S1","Bois Sauvage","Buxus sempervirens","Buxus sempervirens","D07S1XBuxsem","05/09/2016",2016,9,249,60.0899,2.5424289,5
"D07S1","Bois Sauvage","Buxus sempervirens","Buxus sempervirens","D07S1XBuxsem","12/09/2016",2016,9,256,64.30205,2.5424289,5
"D07S1","Bois Sauvage","Coronilla emerus","Hippocrepis emerus","D07S1XCoreme","08/07/2013",2013,7,189,96.34125,5.349609,4
"D07S1","Bois Sauvage","Coronilla emerus","Hippocrepis emerus","D07S1XCoreme","15/07/2013",2013,7,196,128.15161,4.7848357,5
"D07S1","Bois Sauvage","Coronilla emerus","Hippocrepis emerus","D07S1XCoreme","22/07/2013",2013,7,203,132.72467,5.349609,4
"D07S1","Bois Sauvage","Coronilla emerus","Hippocrepis emerus","D07S1XCoreme","29/07/2013",2013,7,210,158.21603,4.7848357,5
"D07S1","Bois Sauvage","Coronilla emerus","Hippocrepis emerus","D07S1XCoreme","05/08/2013",2013,8,217,135.11696,6.1771963,3
"D07S1","Bois Sauvage","Coronilla emerus","Hippocrepis emerus","D07S1XCoreme","12/08/2013",2013,8,224,133.97522,4.7848357,5
"D07S1","Bois Sauvage","Coronilla emerus","Hippocrepis emerus","D07S1XCoreme","23/06/2014",2014,6,174,80.67085,4.7848357,5
"D07S1","Bois Sauvage","Coronilla emerus","Hippocrepis emerus","D07S1XCoreme","10/07/2014",2014,7,191,142.93065,5.349609,4
"D07S1","Bois Sauvage","Coronilla emerus","Hippocrepis emerus","D07S1XCoreme","17/07/2014",2014,7,198,130.95028,4.7848357,5
"D07S1","Bois Sauvage","Coronilla emerus","Hippocrepis emerus","D07S1XCoreme","21/07/2014",2014,7,202,153.31517,4.7848357,5
"D07S1","Bois Sauvage","Coronilla emerus","Hippocrepis emerus","D07S1XCoreme","28/07/2014",2014,7,209,136.91391,4.7848357,5
"D07S1","Bois Sauvage","Coronilla emerus","Hippocrepis emerus","D07S1XCoreme","04/08/2014",2014,8,216,151.13438,4.7848357,5
"D07S1","Bois Sauvage","Coronilla emerus","Hippocrepis emerus","D07S1XCoreme","11/08/2014",2014,8,223,136.91558,4.7848357,5
"D07S1","Bois Sauvage","Coronilla emerus","Hippocrepis emerus","D07S1XCoreme","29/06/2015",2015,6,180,126.16036,5.349609,4
"D07S1","Bois Sauvage","Coronilla emerus","Hippocrepis emerus","D07S1XCoreme","16/07/2015",2015,7,197,88.91786,4.7848357,5
"D07S1","Bois Sauvage","Coronilla emerus","Hippocrepis emerus","D07S1XCoreme","20/07/2015",2015,7,201,61.66412,4.7848357,5
"D07S1","Bois Sauvage","Coronilla emerus","Hippocrepis emerus","D07S1XCoreme","27/07/2015",2015,7,208,93.24033,4.7848357,5
"D07S1","Bois Sauvage","Coronilla emerus","Hippocrepis emerus","D07S1XCoreme","03/08/2015",2015,8,215,75.21203,4.7848357,5
"D07S1","Bois Sauvage","Coronilla emerus","Hippocrepis emerus","D07S1XCoreme","10/08/2015",2015,8,222,130.74111,4.7848357,5
"D07S1","Bois Sauvage","Coronilla emerus","Hippocrepis emerus","D07S1XCoreme","17/08/2015",2015,8,229,114.90144,4.7848357,5
"D07S1","Bois Sauvage","Coronilla emerus","Hippocrepis emerus","D07S1XCoreme","27/06/2016",2016,6,179,150.07757,4.7848357,5
"D07S1","Bois Sauvage","Coronilla emerus","Hippocrepis emerus","D07S1XCoreme","25/07/2016",2016,7,207,112.30558,5.349609,4
"D07S1","Bois Sauvage","Coronilla emerus","Hippocrepis emerus","D07S1XCoreme","01/08/2016",2016,8,214,118.53357,4.7848357,5
"D07S1","Bois Sauvage","Coronilla emerus","Hippocrepis emerus","D07S1XCoreme","08/08/2016",2016,8,221,95.52182,4.7848357,5
"D07S1","Bois Sauvage","Coronilla emerus","Hippocrepis emerus","D07S1XCoreme","16/08/2016",2016,8,229,73.67646,4.7848357,5
"D07S1","Bois Sauvage","Coronilla emerus","Hippocrepis emerus","D07S1XCoreme","22/08/2016",2016,8,235,128.17013,5.349609,4
"D07S1","Bois Sauvage","Coronilla emerus","Hippocrepis emerus","D07S1XCoreme","29/08/2016",2016,8,242,72.8639,4.7848357,5
"D07S1","Bois Sauvage","Coronilla emerus","Hippocrepis emerus","D07S1XCoreme","05/09/2016",2016,9,249,69.80051,4.7848357,5
"D07S1","Bois Sauvage","Coronilla emerus","Hippocrepis emerus","D07S1XCoreme","12/09/2016",2016,9,256,65.11618,4.7848357,5
"D11S1","Col de Nouvelle","Quercus coccifera","Quercus coccifera","D11S1XQuecoc","11/07/1996",1996,7,193,84.36181,1.8631221,5
"D11S1","Col de Nouvelle","Quercus coccifera","Quercus coccifera","D11S1XQuecoc","15/07/1996",1996,7,197,77.6228,1.8631221,5
"D11S1","Col de Nouvelle","Quercus coccifera","Quercus coccifera","D11S1XQuecoc","18/07/1996",1996,7,200,76.8661,1.8631221,5
"D11S1","Col de Nouvelle","Quercus coccifera","Quercus coccifera","D11S1XQuecoc","22/07/1996",1996,7,204,75.62458,1.8631221,5
"D11S1","Col de Nouvelle","Quercus coccifera","Quercus coccifera","D11S1XQuecoc","25/07/1996",1996,7,207,78.44425,1.8631221,5
"D11S1","Col de Nouvelle","Quercus coccifera","Quercus coccifera","D11S1XQuecoc","29/07/1996",1996,7,211,84.71758,1.8631221,5
"D11S1","Col de Nouvelle","Quercus coccifera","Quercus coccifera","D11S1XQuecoc","01/08/1996",1996,8,214,80.63643,1.8631221,5
"D11S1","Col de Nouvelle","Quercus coccifera","Quercus coccifera","D11S1XQuecoc","05/08/1996",1996,8,218,74.22307,2.0830338,4
"D11S1","Col de Nouvelle","Quercus coccifera","Quercus coccifera","D11S1XQuecoc","08/08/1996",1996,8,221,84.51514,2.0830338,4
"D11S1","Col de Nouvelle","Quercus coccifera","Quercus coccifera","D11S1XQuecoc","12/08/1996",1996,8,225,77.46243,2.0830338,4
"D11S1","Col de Nouvelle","Quercus coccifera","Quercus coccifera","D11S1XQuecoc","19/08/1996",1996,8,232,72.41497,2.0830338,4
"D11S1","Col de Nouvelle","Quercus coccifera","Quercus coccifera","D11S1XQuecoc","22/08/1996",1996,8,235,78.22839,1.8631221,5
"D11S1","Col de Nouvelle","Quercus coccifera","Quercus coccifera","D11S1XQuecoc","26/08/1996",1996,8,239,76.37321,1.8631221,5
"D11S1","Col de Nouvelle","Quercus coccifera","Quercus coccifera","D11S1XQuecoc","29/08/1996",1996,8,242,76.93679,1.8631221,5
"D11S1","Col de Nouvelle","Quercus coccifera","Quercus coccifera","D11S1XQuecoc","02/09/1996",1996,9,246,75.62136,1.8631221,5
"D11S1","Col de Nouvelle","Quercus coccifera","Quercus coccifera","D11S1XQuecoc","05/09/1996",1996,9,249,76.30497,1.8631221,5
"D11S1","Col de Nouvelle","Quercus coccifera","Quercus coccifera","D11S1XQuecoc","12/09/1996",1996,9,256,77.45567,1.8631221,5
"D11S1","Col de Nouvelle","Quercus coccifera","Quercus coccifera","D11S1XQuecoc","16/09/1996",1996,9,260,77.37568,1.8631221,5
"D11S1","Col de Nouvelle","Quercus coccifera","Quercus coccifera","D11S1XQuecoc","30/06/1997",1997,6,181,178.59584,2.4052803,3
"D11S1","Col de Nouvelle","Quercus coccifera","Quercus coccifera","D11S1XQuecoc","03/07/1997",1997,7,184,191.17417,2.4052803,3
"D11S1","Col de Nouvelle","Quercus coccifera","Quercus coccifera","D11S1XQuecoc","07/07/1997",1997,7,188,172.64662,2.0830338,4
"D11S1","Col de Nouvelle","Quercus coccifera","Quercus coccifera","D11S1XQuecoc","10/07/1997",1997,7,191,155.16182,2.9458547,2
"D11S1","Col de Nouvelle","Quercus coccifera","Quercus coccifera","D11S1XQuecoc","17/07/1997",1997,7,198,115.62455,1.8631221,5
"D11S1","Col de Nouvelle","Quercus coccifera","Quercus coccifera","D11S1XQuecoc","21/07/1997",1997,7,202,109.71156,1.8631221,5
"D11S1","Col de Nouvelle","Quercus coccifera","Quercus coccifera","D11S1XQuecoc","24/07/1997",1997,7,205,108.07874,1.8631221,5
"D11S1","Col de Nouvelle","Quercus coccifera","Quercus coccifera","D11S1XQuecoc","28/07/1997",1997,7,209,130.16456,2.0830338,4
"D11S1","Col de Nouvelle","Quercus coccifera","Quercus coccifera","D11S1XQuecoc","31/07/1997",1997,7,212,102.05573,1.8631221,5
"D11S1","Col de Nouvelle","Quercus coccifera","Quercus coccifera","D11S1XQuecoc","07/08/1997",1997,8,219,99.5254,1.8631221,5
"D11S1","Col de Nouvelle","Quercus coccifera","Quercus coccifera","D11S1XQuecoc","18/08/1997",1997,8,230,93.6068,1.8631221,5
"D11S1","Col de Nouvelle","Quercus coccifera","Quercus coccifera","D11S1XQuecoc","21/08/1997",1997,8,233,93.9482,1.8631221,5
"D11S1","Col de Nouvelle","Quercus coccifera","Quercus coccifera","D11S1XQuecoc","25/08/1997",1997,8,237,92.36951,1.8631221,5
"D11S1","Col de Nouvelle","Quercus coccifera","Quercus coccifera","D11S1XQuecoc","28/08/1997",1997,8,240,93.64048,1.8631221,5
"D11S1","Col de Nouvelle","Quercus coccifera","Quercus coccifera","D11S1XQuecoc","01/09/1997",1997,9,244,96.58527,1.8631221,5
"D11S1","Col de Nouvelle","Quercus coccifera","Quercus coccifera","D11S1XQuecoc","04/09/1997",1997,9,247,90.29804,2.4052803,3
"D11S1","Col de Nouvelle","Quercus coccifera","Quercus coccifera","D11S1XQuecoc","08/09/1997",1997,9,251,105.41727,2.4052803,3
"D11S1","Col de Nouvelle","Quercus coccifera","Quercus coccifera","D11S1XQuecoc","11/09/1997",1997,9,254,106.39667,2.4052803,3
"D11S1","Col de Nouvelle","Quercus coccifera","Quercus coccifera","D11S1XQuecoc","29/06/1998",1998,6,180,74.93162,1.8631221,5
"D11S1","Col de Nouvelle","Quercus coccifera","Quercus coccifera","D11S1XQuecoc","02/07/1998",1998,7,183,84.65178,1.8631221,5
"D11S1","Col de Nouvelle","Quercus coccifera","Quercus coccifera","D11S1XQuecoc","06/07/1998",1998,7,187,78.51235,1.8631221,5
"D11S1","Col de Nouvelle","Quercus coccifera","Quercus coccifera","D11S1XQuecoc","13/07/1998",1998,7,194,72.7135,1.8631221,5
"D11S1","Col de Nouvelle","Quercus coccifera","Quercus coccifera","D11S1XQuecoc","16/07/1998",1998,7,197,74.89557,1.8631221,5
"D11S1","Col de Nouvelle","Quercus coccifera","Quercus coccifera","D11S1XQuecoc","20/07/1998",1998,7,201,68.06824,1.8631221,5
"D11S1","Col de Nouvelle","Quercus coccifera","Quercus coccifera","D11S1XQuecoc","27/07/1998",1998,7,208,74.21697,1.8631221,5
"D11S1","Col de Nouvelle","Quercus coccifera","Quercus coccifera","D11S1XQuecoc","30/07/1998",1998,7,211,82.82755,1.8631221,5
"D11S1","Col de Nouvelle","Quercus coccifera","Quercus coccifera","D11S1XQuecoc","03/08/1998",1998,8,215,73.13086,1.8631221,5
"D11S1","Col de Nouvelle","Quercus coccifera","Quercus coccifera","D11S1XQuecoc","06/08/1998",1998,8,218,70.47856,1.8631221,5
"D11S1","Col de Nouvelle","Quercus coccifera","Quercus coccifera","D11S1XQuecoc","10/08/1998",1998,8,222,69.55436,1.8631221,5
"D11S1","Col de Nouvelle","Quercus coccifera","Quercus coccifera","D11S1XQuecoc","13/08/1998",1998,8,225,68.46533,1.8631221,5
